Texto,classification_spanish
"Hay quienes sostienen que lo más eficaz es la mano dura, las medidas coercitivas; esto es: leyes más severas, cárceles, decisiones de mayor energía, por no hablar de autoritarismo y, en los hechos, no respetar las libertades y los derechos humanos, un poco lo que sucedía aquí en algún tiempo, que les decían a los mandos militares y de las Fuerzas Armadas: ‘Ustedes hagan su trabajo y nosotros nos encargamos de los derechos humanos’.",opinion
"Entonces, no podemos, por convicción, por nuestro humanismo, llevar a cabo esa otra política. Respetamos a cada quien. Hay países en donde existe la pena de muerte, nosotros estamos en contra de eso, por ejemplo.",opinion
"Y les puedo aquí contar de muchas anécdotas de cómo en las casas, en las familias, los adultos mayores traen a raya a los jóvenes, y cuando ven que andan mal nos ayudan los adultos mayores. Hay casos en donde detienen a alguien de los que trabajan en las comunidades, algún grupo de la delincuencia, y usan los que trabajan en las comunidades un chaleco, y ya los identifican y los respetan.",opinion
"Entonces, los Programas de Bienestar ayudan mucho. Porque se puede militarizar y establecer un sistema autoritario que se imponga, puede ser que eso funcione transitoriamente; nosotros lo que queremos es vivir en una sociedad mejor y eso pasa necesariamente por la justicia social. La paz es fruto de la justicia. No se puede enfrentar la violencia con la violencia, no se puede enfrentar el mal con el mal, al mal no se puede enfrentar con acciones autoritarias, tiene que enfrentarse con el bien.",opinion
"Esto es lo que te puedo comentar. No me meto a cuestionar ni a decir que la fórmula en otras partes es buena o es mala, cada quien tiene su manera de atender sus problemas de acuerdo a sus circunstancias.",opinion
"Hay que respetar eso, no creo yo que eso sea correcto, hay que evitar la confrontación, hay que evitar la violencia. Ya cuando se llega a eso es porque no se tiene la razón, el que usa la fuerza es porque no tiene capacidad para convencer.",opinion
"Y hay que ver quiénes son, no para perseguirlos, no para reprimirlos; tan es así, que no había ni policía, porque hay libertad, como nunca. No se desaloja a nadie, no se reprime a nadie, no es como antes.",opinion
"Yo recuerdo que a nosotros nos prohibieron usar el Zócalo durante mucho tiempo, y recuerdo también cómo había un plantón de maestros y los desalojaron y les quemaron las casas, hace poco. Eso ya no sucede.",opinion
"Pero los conservadores son muy autoritarios, no diría fascista porque es distinto de México, a lo que pasa en otros países; puede haber algunos dirigentes fascistas, pero los opositores a nuestro movimiento son más que nada conservadores, pero, sí, también con tendencia autoritaria, o sea, muy poco tolerantes. Ojalá y no pasen estas cosas, todo mundo tiene derecho a manifestarse.",opinion
"Porque las políticas neoliberales en esta materia querían desaparecer uno de los logros más importantes después de la Segunda Guerra Mundial, que fue el Estado de bienestar que se estableció, que se aplicó en los países europeos, y una característica del Estado de bienestar es que son derechos universales.",opinion
"Parte de la crisis actual de Europa tiene que ver con el desmantelamiento del Estado de bienestar, que fue de las mejores cosas que surgieron en Europa, repito, después de la Segunda Guerra Mundial.",opinion
"En que el ser humano tiene protección desde que nace hasta que muere, desde la cuna hasta la tumba tiene protección, es una responsabilidad del Estado. Por eso el derecho a la salud, el derecho a la educación, el derecho a la pensión de manera universal es un Estado que protege a las personas.",opinion
"En Europa, todavía en algunos países, porque no lograron desmantelar por completo el Estado de bienestar, al llegar a una determinada edad ya se tiene el derecho a la pensión, se haya trabajado en alguna empresa o no, sea pobre o sea rico, es un derecho. Pues lo mismo es el derecho a la pensión, es universal, es a todos.",opinion
"Aquí han venido personas que tienen mucho dinero y me dicen: ‘Yo no voy a usar la tarjeta, no lo necesito’, y yo les digo: Pues eso depende de ti, pero es un derecho, aunque tengas dinero; ya tienes la edad y ya contribuiste con tu trabajo en el desarrollo del país y es una retribución, una recompensa para que puedas recibir algo y muchos puedan vivir con un poco de holgura en el último tramo de su existencia. Son derechos universales.",opinion
"Entonces, yo no puedo decir: No lo recibo, yo sí, a mí me va a ayudar porque yo no voy a recibir pensión del gobierno como recibían los anteriores presidentes, Voy a reunir mis tiempos de trabajo para recibir mi pensión del Issste, que tiene un tope, y de eso voy a vivir porque no soy millonario, porque nunca he tenido en mi vida el propósito de acumular riqueza.",opinion
"También, para que nadie se ofenda, y siempre lo digo, no todo el que tiene es malvado, hay mucha gente que ha hecho su patrimonio con trabajo, con esfuerzo, de conformidad con la ley, y merece respeto. Yo estoy en contra de la riqueza mal habida, estoy en contra de la corrupción y tengo como filosofía el que, más allá de lo material, la felicidad se puede obtener actuando con humanismo. La felicidad no sólo son bienes materiales, no es dinero, no son títulos, no es fama pública; la felicidad es estar con uno mismo, con nuestra conciencia y con el prójimo.",opinion
"Entonces, yo voy a vivir de manera modesta y voy a escribir un último libro antes de irme, que ya va a ser el último que tiene que ver con asuntos políticos, que lo voy a dirigir a los jóvenes, donde voy a transmitir conocimientos y experiencias que les pueden ser de utilidad para los que se dediquen al noble oficio de la política.",opinion
" Hay que verlo, pregúntale ahora para ver si antes que termine la conferencia se aclara.",opinion
"Es que, la verdad, estábamos inmersos en una decadencia. No era una crisis, era una decadencia, un proceso de degradación, degradación progresiva, cada vez peor, en lo económico, en lo social, en lo político, en lo moral. Por eso no se puede hablar de crisis, sino de decadencia.",opinion
"Entonces, ¿cómo enfrentar una decadencia? Pues sólo con una transformación a fondo, arrancar de raíz al régimen corrupto, de injusticias, de privilegios, no hay más que eso. Y, afortunadamente, se está avanzando y de manera pacífica, sin violencia. Ahora van a haber elecciones el próximo domingo y estoy seguro que todo va a transcurrir en paz y la gente va a participar libremente.",opinion
"No, Carmen Aristegui, que se aventó un discurso diciendo que se agrede a los periodistas, ¿no? Porque ella quería, como muchos otros, mantener el privilegio de agredir y de mentir, y de difamar y de calumniar. Nada más ellos, ¿no? ¿Y la réplica? ¿Y la comunicación? ¿Y los mensajes de ida y vuelta? ¿Y el debate? ¿Y la democracia? ¿Y la pluralidad? ¿Y la libertad?",opinion
"Entonces, como hay elecciones en el Estado de México, le suben el volumen, pero ya no es el tiempo en que se imponían. Ya la máxima de Goebbels no funciona, de repetir muchas veces una mentira para que se convierta en verdad, ya no funciona.",opinion
"Sí, todavía hay algunos que se dejan manipular, pero también eso es parte de la libertad. Yo creo que no hay ningún lugar en el mundo en donde no existan opositores y sobre todo, si hay democracia, tiene que haber oposición y expresarse y manifestarse. Pero, así como ellos defienden un proyecto…",opinion
"Si yo estuviese aquí como representante de una minoría rapaz, tendrían todo el derecho de decir: ‘cállese’, todo el derecho, aun cuando podría yo esgrimir: Soy libre y, aunque no estén de acuerdo conmigo, ejerzo mi libertad. Pero, bueno.",opinion
" Zepeda. ¿Hay uno como Zepeda en el Reforma, uno? Nadie. Bueno, no sé si ahora, porque por lo general como ya me los conozco ya no hace falta leerlos, pero no hay uno.",opinion
"Todavía en El Universal… Fíjate, y que conste, ¿eh?, que no es contigo, tú eres un buen periodista, es con los de arriba, los de la línea editorial. Bueno, pero ahí en El Universal sí tienen, ahí escribe, creo, Lorenzo Meyer, ¿no?, ¿o ya no?",opinion
" Sí, por ejemplo, ¿no? Pues ahí tienes uno. Aun cuando escribe Loret de Mola, pero hay cuando menos uno, dos.",opinion
" No, pero, bueno, ese está más metido en la cuestión pública-política. No, como periodista, ahí Epigmenio, ¿no?",opinion
"Ah, en El Universal, Helio, ese sí les gana a todos. Es uno, pero con uno tienen.",opinion
"Y en los otros periódicos, en el Excélsior no hay nadie. Ahí es donde está Pascal, ¿no?",opinion
"Cuando el presidente López Mateos, que es de los que olvidaron los priistas, siendo de los mejores presidentes de México… Los tres mejores Juárez, Madero, Cárdenas, pero también buenos Luis Cortines, Adolfo de la Huerta, López Mateos.",opinion
"Nacionalizó la industria eléctrica, a partir de entonces se empezaron a electrificar todos los pueblos de México, por eso ahora el 98, 99 por ciento de los pueblos de México tienen energía eléctrica por una decisión que tomó el presidente López Mateos.",opinion
"Y durante el periodo neoliberal sí lograron cambiar contenidos, incluso se prestaron los intelectuales del régimen; contrataban al equipo de Aguilar Camín, a los de Krauze para revisar los contenidos y los fueron adaptando a las exigencias de la política neoliberal, los fueron haciendo muy individualistas. Hicieron a un lado el humanismo; bueno, quitaron civismo, quitaron filosofía, ética, la historia casi desapareció.",opinion
"Entonces, ya se tiene toda la producción de los libros y ya empezó incluso la distribución de los libros, y ahora están amparándose. No sólo es por la cuestión de los contenidos, sino también porque tenían el negocio de la impresión de los libros, hasta empresas extranjeras.",opinion
"Entonces, ahora se están haciendo los libros, estamos ahorrando y son muy buenos contenidos. Ofrezco disculpa por las molestias que ocasionan el que sigamos impulsando la transformación del país, pero imagínense si no se fortalece el pensamiento humanista, que es futuro para las nuevas generaciones. Porque sí queremos científicos, ¿no?, pero queremos científicos no para aprendan sólo a elaborar la bomba atómica o misiles; que aprendan eso, pero que sean humanistas. No queremos robots, queremos gente con buenos sentimientos, buenos ciudadanos. Entonces, no sé cuántos, pero hasta ahora vamos adelante.",opinion
"Cuando vine a ver al presidente Peña ya como presidente electo, que nos encontramos, me dijo; ‘Le quiero mostrar algo que le va a gustar’. Ya me llevó al departamento. Y como yo hablaba de que iba a vivir aquí, me mostró el departamento y le digo: Pues ya está, nada más falta convencer a Beatriz —que todavía no termino de convencerla—. Pero porque ya estaba el departamento. Y es un departamento, pues no sé, deben de ser 200 metros cuadrados; ahí vivo, y sin lujos de ningún tipo.",opinion
" Buenos días. Ánimo. Bueno, hoy vamos a informar bastante. Es buena noticia porque nos toca a nosotros más tiempo, pero mañana se reponen. De todas maneras, nos va a dar tiempo, para todo hay tiempo.",opinion
"Pero antes, miren, yo creo que es importante porque no todos saben el maltrato a animales, y este caso en especial No todos tienen la posibilidad de enterarse por las redes sociales, hay quienes no tienen esa posibilidad, pero sí ven las mañaneras o escuchan lo que se expresa en las mañaneras.",opinion
" Ah, entonces no, no la ponemos. Está bien. Pero sí sería importante que se haga consciencia de que estas cosas no deben de suceder, no deben de admitirse, y tiene que ver mucho con la formación que se da desde la edad temprana de la vida.",opinion
"Tenemos que ir haciendo consciencia del amor al prójimo y del amor a los animales, la importancia de la fraternidad, lo que aconsejaba en la Cartilla moral Alfonso Reyes, cómo tenemos que procurar el amor en lo más cercano, decía, en el círculo más cercano a nosotros el amor a la familia; luego, en otro círculo el amor al prójimo; luego, él hablaba de otro círculo, el amor de la patria, y luego el amor a la naturaleza y esto tiene que ver con los animales desde luego.",opinion
"Esa Cartilla moral la escribió Alfonso Reyes hace muchas décadas, varias décadas, y sigue vigente. Por eso es muy importante todo lo que hagamos por fortalecer valores, culturales, morales, espirituales, insistir, insistir que sólo siendo buenos podemos ser felices, que no sólo de pan vive el hombre, que hay que buscar el bienestar material, pero también el bienestar del alma.",opinion
"Por eso tenemos que pensar en el humanismo, no sólo medir crecimiento económico, producto interno bruto, generación de empleo, inclusive no sólo bienestar, sino también la felicidad que se produce por estar bien con nosotros mismos, estar bien con el prójimo, estar bien con nuestra conciencia.",opinion
"Entonces, es muy importante que sigamos fortaleciendo valores, y haciendo a un lado el odio, el que haya respeto entre los seres humanos y respeto a los animales y no maltrato. Entonces, nada más porque ustedes me dicen que no se debe de hacer, pero…",opinion
" No, no, no, mejor no, mejor no, pero ya que cada quien decida. Es que a veces es importante, por muy crueles que sean las imágenes, es muy importante que se den a conocer para que, sobre todo en jóvenes, y en todos los seres humanos, todas las edades, que no se acepten estas actitudes, porque debemos de cuidar a los animales, proteger a los animales.",opinion
" Están en los nuevos contenidos estas cuestiones que son fundamentales, es parte de la concientización que se tiene que ir desarrollando, porque antes no se tenía mucha consciencia sobre la protección de los animales; se tiene que seguir avanzando en esto.",opinion
" Vamos a ver cómo está la ley. Hay un artículo en el caso del Estado de México —si lo puedes leer— y sí vamos a ver, sobre este caso, si hay una ley o el artículo es lo suficientemente eficaz para el castigo o hace falta reformar la legislación, y lo están planteando que se convierta en una ley federal.",opinion
"Entonces, nosotros vamos a seguir manteniendo esa postura de neutralidad y de buscar la paz, que es lo más importante.",opinion
"Pero no sé si tengas ahí lo que se publicó. Por eso… Mañana es el miércoles, ¿no?, del ‘Quién es quién en las mentiras, pero aprovechamos.",opinion
"Porque sí, en el Reforma aparece ‘Gobierno de México’, así es, ‘Gobierno de México’, y no. Y miren la nacionalidad, no, pero…",opinion
"Pero hay otra cosa que está peor todavía. ¿No hay una foto ahí? Pon la foto. ¡Cómo tomarse una foto con un militar en guerra, con tantos fallecidos por la guerra! Pero es la doble moral, aquí hablan que no se debe militarizar el país.",opinion
"Pero así es el conservadurismo, ¿eh? No olviden que la única doctrina de los conservadores de la derecha es la hipocresía, eso decía el maestro Monsi, Carlos Monsiváis. Y es un tratado la frase, un tratado de política.",opinion
" No, no, no. ¡Uh! Se van a rasgar las vestiduras. No, no, no. Nada más es informar, ejercer el derecho de réplica, pero no testerearlos porque, si no, se convierten en mártires, porque supuestamente son paladinas o paladines de la libertad. Entonces, no meterse, nada más es ir aclarando.",opinion
"Se acabó la simulación, ya prácticamente no hay simulación y eso es muy bueno, eso es un avance en la vida pública-política de México. O sea, porque no hay término medio en una circunstancia como la que vivimos entre defender a una minoría rapaz, clasista, racista que desprecia al pueblo, o estar del lado de un proceso de transformación que destierre a la corrupción, el clasismo, el racismo y que luche por la justicia y por la igualdad y por el humanismo.",opinion
"Entonces sí es interesante lo que se está viviendo ahora, no debemos quejarnos. Esto, por ejemplo, ya es un fuera máscaras.",opinion
"Porque incluso un periodista objetivo, plural, profesional, si hay una guerra o si hay una confrontación, no puede ir sólo a recoger la opinión de una de las partes. ¿Por qué? ¿Por qué no escuchar a los dos y exponer razones, si las hay, argumentos de unos y de otros?",opinion
" No, no, no, ustedes… Es que es un asunto del criterio de cada quien, es un asunto de honestidad, pues. Cada uno de ustedes tiene que resolver y tenemos que aprender todos a autolimitarnos y ya.",opinion
" No, es que en una lucha lo más importantes es la no violencia, no caer en provocaciones. Solo usan la fuerza los que no tienen la razón. Esos actos tienen que ver con la desesperación, con el no defender causas justas, sino querer imponerse por la fuerza. Entonces hay que seguir luchando y siempre por la vía pacífica.",opinion
"No caer en provocaciones y pensar en lo que decía Ponciano Arriaga: ‘Entre más me golpean, más digno me siento’.",opinion
"Cuando se lucha por una causa justa hay que resistir, por eso es importante no olvidar lo que es la resistencia civil pacífica, siempre se ha aplicado.",opinion
"Una vez, luego del fraude electoral 1994 en Tabasco, llegaron golpeadores a la Plaza de Armas de Tabasco, que había una manifestación, un plantón. Y me acuerdo de un pacifista auténtico, Landerreche, Rafael Landerreche, ya falleció, estaba con nosotros, un partidario de la lucha no violenta, y muchos otros. Y lo que hicieron cuando llegaron los porros a golpear, fue que se sentaron y otros se hincaron y los golpearon.",opinion
"Pero eso es una manera de ser consecuentes, no se debe de aceptar la ley del talión, nada de ojo por ojo, diente por diente, ya lo he dicho varias veces. Y lo decía León Tolstoi: ‘Si a esas vamos, nos vamos a quedar tuertos o chimuelos’. No, no hay que responder a la violencia con violencia.",opinion
"Y decirles que ánimo, que no están solos, hay mucha gente que quiere que se reforme el Poder Judicial, que ellos no caigan en provocaciones y que mantengan su resistencia pacífica. Que se manifiesten sin violencia, y diría sin violencia verbal, y se puede hacer, no sólo no caer en violencia física, sino en violencia verbal. Por ejemplo, no quemar figuras de ningún ministro, nada de eso, pero sí, por ejemplo, si tenían las cruces de niñas, niños del ABC y estaban autorizados para eso los familiares, eso sí, eso sí. Y pues a todos, que se serenen.",opinion
"En la democracia es el pueblo el que decide, es el pueblo el que manda. Ahora van a haber elecciones este domingo. ¿Quién va a decidir? El pueblo, los ciudadanos. Entonces, ese es el sistema político y también la forma de vida, más buena, más eficaz, la democracia. Entonces, hay que esperar el resultado de las elecciones.",opinion
"También no enojarse. Si no se tuviese el apoyo del pueblo, si la gente no respondiera, no habría tampoco que reclamarle nada al pueblo, sino plantearnos: ¿Qué estamos haciendo mal? ¿Por qué no conectamos? ¿Por qué no nos comunicamos? ¿Por qué no convencemos? ¿Por qué no persuadimos? ¿Qué está pasando?",opinion
"Pero afortunadamente en el proceso de transformación la gente en México está en la vanguardia, tan es así que, a pesar de los ataques que no se veían a un presidente en contra de un presidente desde la época de Madero, estamos arriba, o sea, contamos con el apoyo de la gente.",opinion
"Estamos bien y no sólo es la aceptación hacia la autoridad, sino yo recojo y todos, todos, todos… ¿Se acuerdan cuando hablaban del mal humor de la gente, que traía mal humor? Pues no hay mal humor ahora, la gente está contenta, la mayoría del pueblo, feliz, requetebién, la mayoría, ¿no? Sí hay algunos que están molestos, pero ahí van a ir poco a poco cambiando, poco a poco entendiendo.",opinion
"Además, no vernos como enemigos a destruir, eso está mal, si acaso vernos como adversarios a vencer, no enemigos a destruir. Y así vamos.",opinion
" Pues eso, por ejemplo, estuvo muy mal, que hayan quitado las cruces, sí, eso estuvo muy mal. Y pues yo creo que esos actos no les ayudan a los opositores.",opinion
" Sí, pero no creo yo que ella haya estado en esas acciones, no, no, no. Yo creo que ellos fueron, participaron en la marcha pensando que era una marcha opositora a nosotros, en defensa de la Suprema Corte, pero no creo, estoy seguro, pues, que no venía con la idea de ir a agredir, ¿no?, a quienes estaban manifestándose.",opinion
"Lo mismo el señor Gurría, vienen a la protesta, pues, sí, pero no a la agresión. Eso fue otra cosa, esos son otras gentes, y ahí va a ir saliendo porque todo se sabe, todo termina por saberse, sí,",opinion
"Pero no es que Margarita Zavala o Gurría, ¿no?, hayan encabezado el movimiento este de agresión a quienes estaban manifestándose, no, no, eso fue otro grupo. Siempre en un movimiento, siempre, ¿eh?, hay provocadores, gente infiltrada que lleva otro propósito.",opinion
" Sobre esto que estás planteando yo estoy de acuerdo. Ojalá y se lograra la paz, eso es lo que deseamos todos, que no haya violencia, que no haya homicidios, que no haya agresiones, porque se afecta a todos.",opinion
" Que no actúen con violencia, claro que sí. Si ese es el planteamiento, un exhorto a que no actúen de manera violenta.",opinion
"Claro, se burlan de mí cuando planteo que sus mamás, sus papás, sus abuelos, los cuestionan y ya no los ven bien, cuando toman el camino de la delincuencia. Porque hay mucha gente, mucha gente que ayuda, los mismos familiares, porque es muy triste el que pierdan la vida quienes en una familia deciden uno de los miembros dedicarse a la actividad delictiva, o luego es detenido, va a la cárcel y ahí van las madres, ¿no?, por el amor a los hijos a pedir su libertad, constantemente esto.",opinion
"Por eso hoy optamos por dar a conocer todos los programas de Bienestar y otros más, para que nadie se vea empujado, obligado a tomar el camino de la delincuencia, que se sepa que hay opciones, hay alternativas, hay oportunidades para salir adelante sin tomar el camino de las conductas antisociales.",opinion
" A ver, ¿por qué no lo explicas bien? Es que eso es muy importante. Porque antes también el salario mínimo pues era mínimo, sí, pero ahora ha ido mejorando, ya no es poco, ya es un ingreso considerable. Entonces, todo el que no tenga posibilidad del estudio, o ya haya abandonado la escuela, o no encuentre trabajo, hay esta posibilidad para que nos los enganchen a los jóvenes las bandas. A ver, explica.",opinion
"Que nos ayuden los familiares, sobre todo con los jóvenes, sobre todo con los jóvenes, y así hemos avanzado mucho. No hemos hecho últimamente un análisis sobre las detenciones en general y el porcentaje de jóvenes que se detienen, pero estoy seguro —es hipotético, porque lo tenemos que revisar— de que ya cada vez son menos los jóvenes que se detienen en actividades delictivas. Lo digo porque como todos los días estamos recibiendo estos informes estamos viendo que cada vez son menos jóvenes. Por ejemplo, lo que vimos hoy de ‘Cero impunidad’, en general pocos jóvenes.",opinion
" Sí, pero ya menos jóvenes. Y yo creo que todo lo que se hace con las becas y Jóvenes Construyendo el Futuro, todo eso va a ayudando, va ayudando, va ayudando, porque esa es la lucha, el que no se lleven a los jóvenes los delincuentes o las bandas, de que no los enganchen, el que les demos motivos a los jóvenes para trabajar, obtener ingresos y ser felices sin tener que caer en las drogas o en la delincuencia. Esa es nuestra lucha.",opinion
" Sí, sí, sí, pero es que también ellos están en eso, muchos de ellos, o lo hacen de manera inconsciente.",opinion
"Pero ¿saben qué? No quisieron firmar, no quisieron firmar, y dije: Pues, ni modo, vamos a ver qué dice el papa.",opinion
"Que el papa Benedicto, y no solo el papa, ¿eh?, el arzobispo de Guanajuato hizo una homilía, porque nos invitaron y como éramos candidatos todos teníamos que ir. Y yo recordé lo que decía Ignacio Ramírez el Nigromante: ‘Yo me hinco donde se hinque el pueblo’, y él era liberal.",opinion
"Bueno, y fuimos y la homilía del obispo de Guanajuato a favor de los pobres y el papa a favor de los pobres. Entonces, yo dije: Ya, a celebrar.",opinion
"Pero los de la Iglesia progresista no quisieron. No estoy hablando de la iglesia que en general, todas las iglesias han sido muy respetuosas de nosotros y nosotros muy respetuosos de todas las iglesias, de los creyentes y de los no creyentes, porque el Estado laico significa respetar todas las religiones y respetar a los librepensadores, eso es Estado laico. No hay una religión predominante cuando hay Estado laico, es respeto a todas las iglesias, a todas las religiones, a todas las corrientes de pensamiento.",opinion
"Y ahora pues con más razón con el papa Francisco. Ese rebasó no solo a la iglesia de México, sino de todos los países, la rebasó por la izquierda. Ese es el papa que yo conozco o que llegué a conocer o que he estudiado de los papas que han existido, el más consecuente, es un dirigente mundial, no sólo religioso, es un dirigente político importante. Y es importante por su definición en favor de la justicia y es importante también porque ha sabido pintar la raya y no someterse a los poderes hegemónicos, a los poderes económicos que dominan en el mundo. Entonces, eso es lo que puedo comentar.",opinion
" ¿Así está? ¿Tienes el organigrama? Porque a lo mejor no está, no es la jefa.",opinion
" Sí, y Rosa Icela Rodríguez y los integrantes del Gabinete de Seguridad con sus homólogos del gobierno de Estados Unidos y de Canadá.",opinion
"Pero miren el talante de este senador, en días recientes en Ucrania o en algún lugar que se reúne con el presidente de Ucrania. Van a ver lo que dijo.",opinion
" Pues yo creo que sí, pero mañana, pasado. Aclarando, ¿no?, que ellos tienen una postura completamente distinta y de respeto a México.",opinion
"¿No la encuentran? Es que sí es… Acuérdense que, aunque este es un diálogo circular, también mucha gente ve esta conferencia y hay quienes se pierden, ¿no?, algunos días, no siempre están atentos a la conferencia, entonces, hay que poner el antecedente.",opinion
"Hay mucha manipulación, los medios en Estados Unidos, igual que en México lamentablemente, con honrosas excepciones para que no se sienta que es contra todos los medios, pero la mayoría de los medios, sobre todo los corporativos, los que tienen que ver con intereses económicos, financieros, no informan; manipulan.",opinion
"Por eso esta actitud, porque vienen las elecciones, entonces es parte de la agenda el tema migratorio, y ahora seguramente fentanilo. Porque es una situación muy lamentable, porque ya hay casos, porque es una pandemia, en donde un conocido, un familiar, pierde la vida por sobredosis, eso es lo que está sucediendo, y jóvenes.",opinion
"Entonces, estos politiqueros, valiéndose de este problema real, aparecen como los que están muy preocupados y que ellos van a acabar con el narcotráfico, con el fentanilo, y se les hace fácil echarle la culpa a México, cuando hay como tres elementos que se tienen que tomar en cuenta:",opinion
"Uno que es muy grave es el de las causas del consumo. Porque ahora es el fentanilo, pero vamos a imaginar… Y además en los hechos nosotros vamos a contribuir a ayudar que no haya fentanilo, pero ¿qué está pasando con quienes demandan droga?, hay una crisis, hay una descomposición social, hay un grave problema de desintegración de las familias, de abandono a los jóvenes, de falta de afecto, de cariño, de apapacho a los jóvenes.",opinion
" No, ellos escuchan y… Pero sí es importante que se conozca cómo vemos nosotros las cosas.",opinion
"Nosotros nos libramos, no porque el gobierno esté haciendo bien las cosas, no me refiero al tiempo que llevamos nosotros; de tiempo atrás, al contrario, hasta se permitió que se alentara el consumo. No les pagaban en dinero, sino en especie para abrir mercado, y aun así no se incrementó considerablemente o descontroladamente el consumo en nuestro país.",opinion
¿Qué es lo que nos salva? ¿Qué es lo que siempre nos ha salvado de todas las calamidades?,opinion
"Nuestras culturas. Por eso me choca, como diría una amiga, me choca el racismo, porque si México ha podido enfrentar sus graves y grandes problemas ha sido por nuestras culturas que vienen de lejos, porque somos herederos de las grandes civilizaciones que florecieron en este territorio. Entonces, nuestras familias, los valores culturales, morales, espirituales, todo esto es lo que nos ayuda.",opinion
"‘Sin el pueblo de Estados Unidos, México ―hablando figurativamente― estaría comiendo comida para gatos de una lata y viviendo en una carpa’. Bueno, esto lo dijo hace como dos meses, ¿no?, más o menos.",opinion
"Síguele. Miren lo que dice: ‘Es el dinero, es el mejor dinero que hemos gastado nunca’, porque ellos son los que autorizan el apoyo económico. Este pensamiento es el que tenemos que ir poco a poco enfrentando, haciendo conciencia —vuelvo a lo mismo— con el pueblo estadounidense, que es un pueblo bueno, un pueblo apegado a valores, que padece de otra pandemia, ya hablamos de la pandemia del fentanilo, pero la pandemia de la manipulación. Entonces, sí es un asunto que tratamos ayer, pero en muy buenos términos, muy buena reunión, muy constructiva.",opinion
"Siento, y eso también todos tenemos que saberlo y tomar conciencia, que la toma del poder por el pueblo, el que se logre que haya una auténtica democracia es un proceso.",opinion
"El Poder Judicial está al servicio de la oligarquía, porque lo que había en México, eso lo tengo muy claro, y lo puedo fundar teóricamente. No era una democracia, era una oligarquía con apariencia de democracia, porque no dominaba el pueblo.",opinion
"La democracia es el gobierno del pueblo, para el pueblo, con el pueblo y en México dominaba una minoría. El pueblo no existía, entonces por eso todas estas decisiones de jueces, sí, amparos de todo tipo.",opinion
"O sea, me siento muy fortalecido porque no estamos solos, somos millones, hay un despertar ciudadano, estamos viviendo un momento estelar en la historia de México. El pueblo de México es de los pueblos más politizados del mundo.",opinion
"O sea, yo sostengo, para que quede muy claro, que todos los imperios son malos. Ya, para que quede claro, porque si matizamos no se va entender.",opinion
"Entonces, ¿qué planteamos nosotros?, cooperación para que, si salen contenedores con sustancias químicas, con droga, pueda haber información, y nosotros estar preparados para detener en los puertos estas drogas, para decomisarlas. Es una acción de cooperación, eso es lo que estamos haciendo, pero no, no, no hay ninguna medida de embargo, castigo.",opinion
"Y lo que está sucediendo, y aprovecho también para informar, es que, como ya se nos está acabando el tiempo de nuestro mandato, mucha gente, como son muchos problemas, es mucho el rezago, la gente dice: ‘Si no lo arreglamos ahora, ya no lo vamos a arreglar nunca’.",opinion
"Primero, que todo lo que comprometimos a realizar se va a concluir, todo. Ah, porque, no sé, es un año tres meses lo que nos falta, un año cuatro meses, pero es como si nos faltaran dos años y medio todavía porque ahora vamos a trabajar más, ya ni siquiera va a ser la recomendación de San Benito de ocho horas para trabajar, ocho horas para pensar y ocho horas para descansar, no, no, qué vamos a estar pensando.",opinion
"Entonces, vamos a cumplir, vamos hasta el último momento a cumplir, esa es una cosa.",opinion
"Ya este pueblo ha tomado mucha consciencia, ya se va hacia adelante. Entonces, que no se piense que ya en septiembre, que termino, del año próximo ya no va a continuar la transformación y que van a regresar los corruptos, y que va a regresar el gobierno de las minorías a robarse todo el dinero del pueblo. Lo que diga mi dedito, o sea, porque le tengo mucha fe al pueblo y escucho al pueblo, y la voz del pueblo es la voz de… No lo digo porque somos un Estado laico.",opinion
" Bueno, yo creo que tu enfoque no corresponde a lo que estamos haciendo; sin embargo, respeto tu opinión.",opinion
"Nosotros estamos buscando que se imparta justicia y sobre todo no permitiendo que se repitan actos vergonzosos y dolorosos del pasado. La justicia es castigar a responsables, pero también es evitar la repetición, el prevenir, y eso es lo que hemos venido haciendo.",opinion
"Es como escuchar a Denise Dresser o a Ciro Gómez Leyva —lo voy a volver a mencionar, dice que lo menciono mucho, pero es que es representativo, ni modo— López-Dóriga, decir que polarizamos. No, politizamos. No hay propósito de polarizar, el propósito es nada más desenmascarar porque nos tenían engañados, la prensa no informaba, los medios no informaban —con honrosas excepciones— manipulaban.",opinion
"Entonces, tienes razón, o sea, tenemos que seguir avanzando, pero sí estamos trabajando en ese propósito.",opinion
" Puede ser porque, aunque es muy doloroso, a veces se abusa de estos actos o, mejor dicho, se utilizan estos actos con propósitos mercantiles y se tiene que cuidar que el presupuesto llegue a los que realmente lo necesitan.",opinion
"Hay muchos casos. Por ejemplo, ahora tenemos un asunto. Hago un paréntesis, porque es muy bueno el debate contigo, es muy inteligente de tu parte, hago un paréntesis para comentar: ya habíamos llegado a un acuerdo con los trabajadores de Mexicana que fueron despedidos y la mayoría, creo que son como seis mil trabajadores despedidos, habían aceptado vender su marca, aunque hay procesos judiciales.",opinion
