index,Texto,classification_spanish,Clasificacion,new_classification
6730,"Yo sostengo que sería bueno el que él hablara, porque no ha dicho nada. Sería bueno que diera su versión y eso, independientemente si lo ayuda a que le disminuyan los años de cárcel, sería una aportación a la vida pública del país, sería una contribución para mejorar la vida pública en México y que estas cosas no se repitan",corrupcion,,Corruption
5526," No, no tengo información sobre eso. Sí se está llevando a cabo una investigación a fondo, pronto les vamos a informar.",corrupcion,,Corruption
508,"No sé si tengas la lámina; si no, Laura te la puede mandar, del comportamiento. Ya ustedes lo saben, pero nos importa mucho que también lo sepa la gente, porque esto no sale en los periódicos. Es como el juicio de García Luna, no aparece nada. Hay cosas que no aparecen en los medios convencionales…",corrupcion,,Corruption
16474,Hace como dos o tres días aquí se preguntó si se tenían denuncias contra García Luna en México y tengo entendido que ayer a fiscalía dio a conocer que sí hay denuncias presentadas contra García Luna. ¿No tienes ahí el boletín?,corrupcion,,Corruption
15041,"Entonces, estos abogados encampanan a 200 trabajadores de seis mil y les dicen: ‘Nosotros tenemos estos juicios y a ustedes les toca más’. En vez de que el dinero se distribuya parejo, como ya se había acordado en asambleas de todos los trabajadores que están felices, la mayoría, se meten estos dos abogados, encampanan a los trabajadores, estos 200, y dicen: ‘no’.",corrupcion,,Corruption
14434," No, tenía más, tiene más. Los públicos que quedaron, porque la mayoría están concesionados y esos no se modifican las concesiones, los contratos, esos los privatizaron, vamos a decir, y nosotros hicimos el compromiso de no cancelar contratos y se mantienen.",corrupcion,,Corruption
4204," No es cierto eso, es parte de la misma campaña de desinformación y de calumnias. Al contrario, nada más para que se tenga una idea, este año, como nunca en la historia, se están destinando 600 mil millones de pesos a programas de bienestar para 25 millones de hogares y la mayoría de eso va a mujeres.",corrupcion,,Corruption
4904," A ver, espérate ahí. Este es el día de la elección. No, el día siguiente de la elección. Pero miren eso, lo que le dice el secretario de Comunicaciones al gobernador de Tamaulipas, que por cierto está preso.",corrupcion,,Corruption
12285,"Además, siempre he sostenido, y esa es una convicción que hay ya en los mandos, tanto de la Secretaría de Marina como de la Secretaría de la Defensa, que la actitud indebida o delitos cometidos por miembros de una institución no deben encubrirse para no manchar a la institución.",corrupcion,,Corruption
252,"Y, en efecto, se va a dar prioridad a Medicina, porque es lo que necesitamos, pero quiero ver, sí, si en el municipio que tú propones…",corrupcion,salud,Corruption
12976,"Esto antes pasaba sin que nadie se diera cuenta, ahora no, entonces por eso están molestos, pero, como decía Ponciano Arriaga, entre más me golpean, más digno me siento, de modo que no voy a cambiar en nada, porque estoy absolutamente convencido que el principal problema de México era la corrupción, como estoy absolutamente convencido que no había democracia, era una presidencia oligarca, es decir, un gobierno de la oligarquía, un gobierno de las minorías. La democracia es el gobierno del pueblo, eso no existía, el gobierno estaba al servicio de una minoría.",corrupcion,,Corruption
9475,"Seguro de gasto médico, aquí sí es… Este me consta, porque hubo un ministro, ya se los he platicado, en el gobierno anterior, ya se fue, que se hizo cirugía plástica y estaba en el quirófano, y estaba también la esposa, y la esposa le dijo al cirujano plástico: ‘Déjele la naricita como la del presidente Peña’; esto, con cargo al erario. No estoy mintiendo, tengo como principio no mentir, no robar y no traicionar.",corrupcion,,Corruption
3365,"Los más activos defensores del régimen de corrupción ni siquiera son electos por el pueblo, siempre están de diputados o de senadores porque están en las listas de plurinominales, las listas que mandan los partidos, no se someten al escrutinio público, a que la gente los elija.",corrupcion,,Corruption
10321,"Entonces, como son muy clasistas, muy racistas, empezaron con una campaña en su contra. Bueno, yo creo que llevaba un mes, dos meses de gobierno y ya en el Congreso, dominado por los políticos tradicionales, ya habían iniciado un trámite para destituirlo, y luego otro, y luego otro, y luego otro, hasta que lo lograron.",corrupcion,,Corruption
8536,"Traía un desperfecto el motor o uno de los motores, que con el paso del tiempo eso que era una cosa mínima, se fue haciendo más grandes, sin riesgo, nada más que ese motor que se iba a cambiar, si hubiese estado bueno de fábrica, en 20 años, ahora hay que cambiarlo en 10 y eso significó una reducción en el precio.",corrupcion,,Corruption
11455,"Entonces, sí se manifestó. No sé si tengas ahí la… Porque dijeron que no había yo dado a conocer lo del dinero y ahí está.",corrupcion,,Corruption
14860,"Porque, a ver, ¿qué han hecho los del Poder Judicial en beneficio del pueblo? Díganme una cosa que hayan hecho. Nada; al contrario, últimamente se han dedicado a defender a las empresas nacionales y sobre todo extranjeras que afectan la economía popular. Por ejemplo, se dedicaron a defender a las empresas de la industria eléctrica, sí, y a las que hacen jugosos negocios y afectan el presupuesto público, los dineros del pueblo.",corrupcion,,Corruption
11433,"O sea, para que no digan: ‘Es que mi sueldo es de tanto, pero yo tengo, además, un bono, tengo una compensación, tengo otras prestaciones’. No, es todo, es integral.",corrupcion,,Corruption
2222,"Algunos ahí que todavía quieren seguir con la corrupción. Imagínense cuántos defensores tiene García Luna, no sólo son los directores y periodistas y conductores de noticieros, no, no, no, la gente, muchos defensores, pero, bueno, somos libres y cada quien que asuma su responsabilidad.",corrupcion,,Corruption
854,"Si no hay corrupción, lo repito, el presupuesto rinde, alcanza, no hay problema; si hay corrupción, pues tienen que pedir deuda, tienen que aumentar impuestos, tienen que decretar gasolinazos. La corrupción hay que combatirla no sólo por razones de índole moral, sino porque es muchísimo lo que se libera para el desarrollo del país, y eso no lo tomaban en cuenta los tecnócratas, como ellos mismos decían, y algunos siguen todavía repitiéndolo, ‘esa variable no importaba’, cuando es fundamental. Ya es como la quinta llamada, pero todavía.",corrupcion,,Corruption
19906,"Se llamaban ProMéxico, en París, en Nueva York, y se daban la gran vida. Y así el fideicomiso de fomento al turismo, llega un turista, paga un impuesto adicional y ese dinero se supone que se utilizaba para el fomento al turismo; no, lo agarraban para comprar conciencias, para pagar publicidad a los medios, para comprar lealtades. Qué fomento al turismo ni que nada. Pero estamos hablando de seis u ocho mil millones de pesos al año.",corrupcion,,Corruption
3446,"¿Por qué no pones a Rubén Darío? Un gran poeta, nada más que ahora ya no me gusta, porque en esa calle de Rubén Darío ya vive puro fifí, pero no sólo fifís, sino corruptos, que es… Porque yo respeto a los empresarios y respeto al que con esfuerzo y trabajo hace una fortuna, estoy en contra de la riqueza mal habida.",corrupcion,,Corruption
10508,"Porque también se dice: ‘Es el problema la falta de educación’. Sí, pero por la corrupción. Porque, si no hay corrupción, hay presupuesto, se les puede pagar bien a los maestros, se mejoran las escuelas, se otorgan becas, nadie se queda sin la oportunidad de estudiar, no importa la condición económica, social de los padres.",corrupcion,,Corruption
2994,"Y no, no recuerdo lo de Calderón y de Fox o de Fox o Calderón, lo que sí recuerdo es que, en el sexenio pasado, y yo creo que eso lo heredaron, siempre en Gobernación autorizaba el Congreso una partida para seguridad y aprobaban 200 millones, y al final lo ejercido no eran 200 millones, sino eran tres mil millones o seis mil.",corrupcion,,Corruption
5503,"Yo les puedo hasta asegurar que son más los que manejan esos sistemas de inteligencia o, mejor dicho, de espionaje en ese caso de los particulares que nosotros, porque esos los adquieren. El bloque conservador segurísimo que tiene, seguro que tiene, pues si Claudio X. González y todos ellos se dedicaban a espiar.",corrupcion,,Corruption
8268,"Por ejemplo, le explicaba, no así a detalle, ¿no?, de gente que recomendé y que nos traicionaron.",corrupcion,,Corruption
8686,"Ah, ellos dicen, fíjense: ‘Es que la transparencia’, que ese es otro tema que vamos a seguir tratando aquí. ¿Cuál transparencia? ¿Qué hicieron los de la transparencia cuando saquearon al país? Nada. ¿Saben ustedes de algún caso desde que existe transparencia, esa oficina de transparencia, que ellos hayan dado a conocer?",corrupcion,,Corruption
15229,"Todos son bancos privados, la mayoría; entonces, dejaron un banquito, nada más como testigo que en algún tiempo hubo banca pública. Aclaro que en la mayoría de los países existen bancos públicos, pero aquí fue extremo la aplicación de la política neoliberal, fue dogmatismo puro, fanatismo.",corrupcion,,Corruption
20687,"El socialismo en cuanto a su definición es darle a cada quiensegún su trabajo. Y estos saqueadores —porque eso sí, son muy corruptos los que acusan de que uno es comunista, populista, paternalista— cuando defiende uno a los pobres o cuando uno está a favor de los pobres, ellos roban, saquean y eso no es populismo, eso es rescate o fomento.",corrupcion,,Corruption
12053,"Entonces, esos son los cambios. Y avergüenza cuando un gobierno utiliza el presupuesto, compra publicidad —eso sí lo puedo decir— a los medios, hacen su agosto cada vez que hay campaña, su agosto.",corrupcion,,Corruption
13543,"Incluso estaban importando maíz de Sudáfrica, maíz blanco, supuestamente no transgénico. Hicimos el estudio y encontramos que sí es transgénico. Se enojan mucho, pero ahí se les va a ir pasando.",corrupcion,,Corruption
9470,"Un comedor especial en la Suprema Corte de Justicia donde pueden ordenar a la carta alimentos y bebidas alcohólicas, claro que debe ser tequila.",corrupcion,,Corruption
18810,"¿Quieres que continúe la corrupción de antes, que regresen los corruptos? Pues ya sabes por dónde tienes que caminar.",corrupcion,,Corruption
14690,"Entonces, si yo no conociera esto, estaría yo preocupado, pero los conozco muy bien y le tengo mucha confianza al pueblo. Porque ellos piensan que es como antes, que pueden manipular. Todavía hasta hace poco tenían un poder impresionante, destruían a opositores, elevaban a dirigentes, imponían presidentes los medios, y desde luego mucho poder económico, mucho, mucho, y mucho poder político.",corrupcion,,Corruption
1412,"Aparte de esto, tenemos 60 mil barriles, que son los contratos, eso es lo único que ha dado la llamada reforma energética, y aún sí respetamos los contratos, no hemos cancelado ninguno, 110 contratos, porque en vez de invertir para extraer petróleo se dedicaron a la especulación financiera.",corrupcion,,Corruption
11778,"Entonces, tenemos que seguir avanzando. Porque ahora nos dicen: ‘¡Qué barbaridad! ¡El gobierno de ahora es el gobierno que tiene más homicidios!’ Sí, pero… ¿Por qué no pones la lámina de homicidios para que vean cómo nos dejaron el país?, porque este es una mala herencia en seguridad, pero así nos dejaron salud, y así nos dejaron educación, y así nos dejaron todo. E país estaba en bancarrota, el país estaba inmerso en una decadencia. Ni siquiera era una crisis, era una decadencia y por eso frente a una decadencia lo único que debía hacerse era llevar a cabo un proceso de transformación, arrancar de raíz la corrupción. Y eso no les ha gustado a los que antes se sentían los dueños de México y son los responsables de la tragedia nacional; deberían de estar ofreciendo disculpas.",corrupcion,,Corruption
9740,"No me voy a cansar de decir que tres distribuidoras, tres distribuidoras, ni siquiera fabricantes o laboratorios vendían 50 mil millones de pesos en medicamentos al gobierno, tres empresas. Claro, con toda la influencia, porque estaban vinculados con políticos y con medios de comunicación.",corrupcion,,Corruption
21301," No lo van a hacer, pero además el pueblo, que está impulsando la transformación, sabe que lo más importante es que siga habiendo justicia y que se siga combatiendo la corrupción y que no regresen los saqueadores, los corruptos; o que regresen, pero lo que se llevaron.",corrupcion,,Corruption
8092,"Hay muchísimas necesidades en los estados, no es posible que se utilice tanto dinero para la publicidad, en general de los gobiernos, en todo el país. Pero sí es mucha presión por el dinero.",corrupcion,,Corruption
15660,"Entonces, estamos atendiendo todo esto en Chiapas y no voy a dejar de informar para que no haya manipulación, porque como son muy predecibles nuestros adversarios, los conservadores corruptos, como no les funciona nada…",corrupcion,,Corruption
4855,"Me da una pena lo que han hecho de la UNAM, pero es lo mismo, son mafias de la academia, y existen también asociaciones de abogados con el mismo propósito de defender el statu quo.",corrupcion,,Corruption
6751,"Ahora que se peleó el presidente del PRI con el señor Chong, no tarda, yo creo que ya lo están haciendo, ya me están echando la culpa. Y como diría el clásico: ‘¿Y yo por qué?’ Le andan buscando.",corrupcion,,Corruption
168,"No. Entonces, yo se los voy a decir, había dos candidatos al final, la licenciada Piña y el licenciado Gutiérrez Ortiz Mena, eran los dos. Entonces, por Ortiz Mena votó el presidente de la Corte, Arturo Zaldívar, votó Loretta, ahí van dos que simpatizan con nosotros que no me hicieron caso, si se tratara de eso, porque yo aquí dije de que no era correcto que el que había estado de director jurídico del SAT con Fox, cuando se habían ocultado las condonaciones de impuestos, y luego había estado de Grandes Contribuyentes, de director de Grandes Contribuyentes, y luego director del SAT. Pues cómo, si de por sí la Corte está dedicada nada más a defender intereses financieros o de los financieros.",corrupcion,competencia,Corruption
10169," La lista. A ver, pasa. El 19 al 2021, falta 22 y 23. Esta es compañía Checchi.",corrupcion,,Corruption
3961,"Aquí está, esto es lo que sacaron, 433 millones de dólares, que sí son ocho mil millones de pesos, y fueron 432 mil dólares, ocho millones. De ocho millones a ocho mil millones. ¿Qué van a hacer?",corrupcion,,Corruption
11170,"Mujeres campesinas, indígenas, maestros de la construcción, comerciantes. Y se pusieron los políticos tradicionales enojadísimos: ‘¡No! ¡Cómo van a ir ellos al Congreso! Se necesitan parlamentarios, gente preparada’. No, lo que se necesita es tener vergüenza y no corromperse.",corrupcion,,Corruption
16300,"Cómo no se van a equivocar después. Termina el gobierno de Calderón, o está terminando el gobierno de Calderón, y Milenio y Ciro contratan a esta empresa. Y todavía queriéndonos dar atole con el dedo, ¿no?: ‘La casa editorial ha decidido ya no volver a hacer encuestas ni a difundir encuestas, y ofrecemos disculpas’. Pura hipocresía. No tienen autoridad moral.",corrupcion,,Corruption
14505,"En el caso de estas cajas de bonos, como sí tiene que ver con el sistema bancario-financiero, sí hemos podido recuperar los recursos, pero están en proceso todavía otros asuntos, otras denuncias. Hay ya detenidos, hay gente prófuga, pero no vamos a dejar el tema, que se conozca bien.",corrupcion,,Corruption
19911,"No sé, hace poco… Ah, con los libros de texto, estos seudointelectuales también firmaron un desplegado. Ahí se pusieron de acuerdo porque se tocan los extremos con la ultraderecha, los intelectuales progres buena ondita con los más retrógradas.",corrupcion,,Corruption
8276,"Bueno, los que eran supuestamente de izquierda y están ya en las filas del conservadurismo, o los que eran de derecha y están vinculados con quienes antes militaban en la izquierda. Todo este contubernio, ¿no?, o toda esta promiscuidad política, donde no hay principios, no hay ideales, pero también no es para alarmarse.",corrupcion,,Corruption
17772,"Y luego, también de eso vivían. No de eso, pero tenían ingresos importantes los intelectuales orgánicos que tienen mucho dinero. Aguilar Camín y Krauze, y todos sus seguidores, asociados, cobraban por los contenidos que hacían para los libros.",corrupcion,,Corruption
5501," Pues sí, pero no creo que sea Pegasus, ¿eh? O sea, de que se tiene un sistema de investigación para la inteligencia, sí.",corrupcion,,Corruption
97,"¿Qué, no se informó de cuando declaró el actual presidente de la Corte, bueno, el que estaba de presidente de la Corte, Arturo Zaldívar, de que lo amenazó Calderón o lo mando amenazar Calderón?",corrupcion,competencia,Corruption
15139,"Otro cambio significativo, el desterrar la corrupción del país. Ya hemos hablado que eso ni siquiera se mencionaba, no sólo en los discursos políticos, ni en la academia, no hay investigación sobre, lo que yo considero, era el principal problema de México, la corrupción. Entonces, esa es otra aportación. Si no se permite la corrupción, hay presupuesto, rinde el presupuesto para atender las necesidades de la gente.",corrupcion,,Corruption
17005,"Dejaron un puente fantasma saliendo de Cuernavaca hacia Acapulco. Hicieron un puente que no llevaba a ninguna parte, sigue todavía ahí como un puente fantasma, un monumento a la corrupción, y ya estamos por empezar a la urbanización de la zona para utilizar el puente. Es un programa que le he encargado al Infonavit porque no quiero terminar mi mandato y que siga ahí el puente.",corrupcion,,Corruption
13460,"De esta última, baste revisar sus archivos financieros para darse cuenta que en realidad se trata de un negocio porque… Y no de una asociación altruista, presidente. En 2022 tuvo ingresos superiores a los 604 millones de pesos, de los cuales 350 millones le fueron reportados precisamente por las consultas y 207 millones por operaciones oftalmológicas.",corrupcion,,Corruption
18590," Sí, lo hacemos, vamos a pedir información y aquí se da a conocer qué fue lo que sucedió y qué elementos hay, qué pruebas hay, para culpar a su esposo.",corrupcion,,Corruption
3496," No, en nuestro gobierno no, porque sostenemos que esa reforma la tienen que impulsar los mismos integrantes del Poder Judicial y no queremos dar motivos para que los adversarios, conservadores, corruptos, vayan a decir que queremos desaparecer al Poder Judicial.",corrupcion,,Corruption
4457,"Que todavía va a dar más porque García Luna tiene que resolver, no sólo el que le disminuyan el número de años en la cárcel, que no es cualquier cosa, porque si es una condena de 20 a toda la vida en la cárcel, cadena perpetua, en Estados Unidos existe el mecanismo que si aportan información que pueda ser útil para el combate al narcotráfico, para evitar la asociación delictuosa entre autoridades y delincuentes; además de que se reduce el número de años en la cárcel, si hablan, si informa, él ayudaría muchísimo, García Luna.",corrupcion,,Corruption
9506,"Gasto comparativo de la pensión que han recibido los últimos expresidentes en otros países: cuando Felipe Calderón, 54 millones 262 mil al año; Bush, 22 millones; Piñera, 10 millones; Brown, tres millones 859, del Reino Unido; Uribe, de Colombia, dos millones 460; Aznar, de España, dos millones 186. Y se rayaban, tenían, es que esto suma, porque tenían como 100 elementos para cuidarlos, un general, oficiales de alto rango y tropa, más funcionarios, viáticos y todo lo demás. Esto ya no existe.",corrupcion,,Corruption
6741,"También no sabemos, a lo mejor pensando que con eso ya se iba a terminar la búsqueda e iban ya a salir los elementos que están ahí desde el primer día.",corrupcion,,Corruption
14970,"Bueno, los que dicen sus alumnos de don Daniel, Héctor Aguilar Camín, Krauze, ninguno trabajó, escribió, hizo un ensayo, un libro para señalar el daño de la corrupción en el periodo neoliberal cuando se llevó a cabo el gran saqueo de México, sobre todo a partir del gobierno de Salinas de Gortari. ¿Cómo van a escribir del saqueo de Salinas, de la entrega de todos los bienes nacionales a los allegados a Salinas, si ellos fueron cooptados por Salinas? Entonces, esto es muy importante.",corrupcion,,Corruption
13854,"Bueno, hay estudios de que tenía un valor la mina, había incluso un avalúo de Nacional Financiera y se vendió por abajo de ese avalúo. Y así en otros casos, en un año privatizaron como 20 bancos, entregaron empresas públicas. Bueno, fue la gran piñata.",corrupcion,,Corruption
16859,"Y de derecho ni hablamos, imagínense que el Instituto de Ciencias Jurídicas lo han manejado egresados de derecho del ITAM, con todo respeto, pues.",corrupcion,,Corruption
3941,"Esta es la formalidad, pero aquí está Claudio X González, aquí están algunos empresarios que eran consentidos del régimen, como los hijos predilectos del antiguo régimen, banqueros y empresarios, no todos los empresarios, pero sí un grupo muy selecto que no pagaba impuestos, como ahora tienen que pagar están molestísimos.",corrupcion,,Corruption
12766,"Es como cuando nos critican que porque no hay un fideicomiso. ¿Qué ha pasado con los fideicomisos que había? O sea, ¿quién se ha quedado son ser atendido? Nada. Imagínense cuánto nos ahorramos, como 100 mil millones para becas, para la pensión a adultos mayores, para ayudar a los más pobres.",corrupcion,,Corruption
3033,"Dicen nuestros adversarios, sobre todo los que están muy molestos porque tenían el negocio de la compra, mejor dicho, de la venta de las medicinas… Habían, no hay que olvidarlo, 10 grandes empresas que le vendían al gobierno 100 mil millones de pesos en medicamentos de muy mala calidad, hasta adulterados, todo porque tenían muy buena relación con políticos corruptos.",corrupcion,,Corruption
643,"Y corresponde a las autoridades, a la fiscalía general hacer la investigación. Tú ya estás ayudando dando a conocer todos estos elementos, pero la autoridad es la que tiene que investigar y recoger las pruebas para no denunciar sin elementos. Pero ya lo estás haciendo.",corrupcion,,Corruption
14297," Bueno, en general, en general, porque… Lo voy a explicar: ya teníamos el 38 por ciento de generación de energía, es decir, ya el sector privado tenía el 62. Fíjense lo que hicieron de Salinas a la fecha, porque Salinas fue el que comenzó con la entrega de concesiones siendo Claudio X. González su asesor, que, por cierto, se quedó también con una planta de generación de energía, como socio.",corrupcion,,Corruption
898," Claro, claro que sí, o sea, lo estamos planteando ya en general en todos los casos, lo que es dinero de México tiene que regresar a México. Aunque sean juicios que se lleven a cabo en Estados Unidos, nos tienen que devolver el dinero.",corrupcion,,Corruption
14519," Sí, vamos a pedirle a María Luisa para que también la Procuraduría del Medio Ambiente intervenga, eso es lo que podemos ofrecerte.",corrupcion,,Corruption
13622,"O sea, ¿de qué sirve, entonces, reformar las leyes, hacerlas más estrictas, si no se cumplen? Estamos como en la época de la Colonia, que mandaban los ordenamientos de la metrópoli, y aquí decían los virreyes: ‘Se acata, pero no se cumple’.",corrupcion,,Corruption
867," Guadiana, sí. Y, entonces, estaba el que está de gobernador ahora por el PRI y estaba otro señor por el PAN, y la campaña era que, si ganaba el del PAN, decía, iba a meter a la cárcel a Moreira. Creo que al que estaba antes, no a Rubén, sí a Humberto, o a los dos. Y esa era la campaña, los acusaban de corrupción.",corrupcion,,Corruption
2233,"La defensa impugnó argumentando que no correspondía presentar allá la denuncia porque los hechos supuestamente se habían cometido en México; sin embargo, el juez encargado del asunto resolvió que procedía nuestra denuncia porque los bienes están en Florida, en Miami, básicamente, y se han ganado dos recursos de apelación y sigue adelante ese juicio.",corrupcion,,Corruption
3127,"Y adicionalmente, que no deja de ser importante, pues a diferencia de antes, cuando lo vendieron, que no pagaron ni un centavo de impuestos. estamos hablando de otros tiempos, cuando era presidente Fox, porque lo veo muy activo en las redes, entonces para que no se enoje tanto nada más recordarle que siendo él presidente y estando de secretario de Hacienda Gil Díaz, que se lo había recomendado Roberto Hernández, porque Gil Díaz había trabajado con Roberto Hernández, cuando está el gobierno de Fox se lleva a cabo esta operación el principal accionista de Banamex era Roberto Hernández, el secretario de Hacienda había estado como empleado de Roberto Hernández, pues todo se acomodó para que no pagaran impuestos. Tenían que haber pagado como, en ese entonces, de aquellos pesos, como 12 mil millones de pesos.",corrupcion,,Corruption
21515,"Por eso nadie protestaba ante la corrupción imperante, porque los tenían a todos bien maiceados, era una forma pues de tener control. Todavía falta limpiar más sobre eso, pero esto no significa afectar a los trabajadores.",corrupcion,,Corruption
3507," Independientemente de lo que se está resolviendo en la Corte en Nueva York, hay una denuncia, que es lo que quería aclarar.",corrupcion,,Corruption
5314,"Pero no sólo fue eso. En Nuevo León, Natividad González Parás, que era gobernador, se metió porque hubo un acuerdo con los gobernadores del PRI para apoyar al PAN, como después cuando fue candidato el licenciado Peña Nieto hubo un acuerdo para que los gobernadores del PAN y dirigentes del PAN apoyaran al PRI.",corrupcion,,Corruption
8433,"Entonces, nosotros sostenemos que ese instituto de la transparencia no sirve para nada, que lo crearon para simular que se combatía a la corrupción, cuando nunca hicieron nada, nunca han hecho nada realmente para combatir la corrupción.",corrupcion,,Corruption
11231,"Viene entonces, ya estando Fox en la Presidencia, la venta de Banamex a Citigroup, Banamex de Roberto Hernández. Entonces, se lleva a cabo esa operación. Simula el secretario de Hacienda de entonces de que él se excusaba de participar porque había trabajado hacía poco con Roberto Hernández y sostiene que no va a participar en la operación, en todo el proceso de compra-venta.",corrupcion,,Corruption
8093,"Y lo peor de todo es que toda esa publicidad pagada por el gobierno tiene un propósito faccioso: es apoyar a un partido, es apoyar a un candidato, es no tocar a la autoridad ni con el pétalo de una rosa.",corrupcion,,Corruption
8345,"Teníamos que cancelar la caja de ahorro especial para funcionarios de alto nivel, que costaba mantenerla seis mil millones de pesos al año.",corrupcion,,Corruption
20008,"Esa es una, ¿no? Porque son muy deshonestos los conservadores y grupos o asociaciones seudodefensoras de derechos humanos. Es como los seudoambientalistas, que no actúan con honestidad y además están vinculados al conservadurismo.",corrupcion,,Corruption
4513,"Porque estamos hablando de miles de empresas y de comercios que se colgaban. Se hablan de los ‘diablitos’ de las vecindades o de las colonias, o de las viviendas en colonias populares y todo, pero no, estos eran diablos, no diablitos, que se colgaban.",corrupcion,,Corruption
19250,"Porque, además, es gente que tiene muchísimo dinero; porque hablamos de estos periodistas que ganan 20 veces más que el presidente, pero son de muy bajo nivel en comparación con los dueños. Es que hay dueños de medios que tienen yates de 250, de 300 millones de dólares, un yate.",corrupcion,,Corruption
7174,"‘La recién nombrada —a mí no me corresponde esto, pero ya que me estás preguntando— consejera presidenta del INE fue también la comisionada presidenta del Instituto Sonorense de Transparencia, Acceso a la Información Pública y Protección de Datos Personales. Además, según la página del Instituto Sonorense de Transparencia, Taddei Zavala cuenta con una carrera de 28 años en materia electoral’.",corrupcion,,Corruption
6924,"Porque en la ley electoral se establecen topes de acuerdo a la Constitución, porque nadie puede ganar más que el presidente de la República, así está en la Constitución, en el artículo 127, y así como le hizo este ministro, no sé si él mismo u otro, empezaron a otorgar amparos para que estos funcionarios, más otros de instituciones supuestamente autónomas, que sí son autónomas y son independientes del pueblo, no de los grupos de poder económico y políticos… Bueno, los mismos ministros de la Corte violan la Constitución porque todos ganan más que el presidente y tienen fideicomisos y retuercen las leyes. Pero la esencia, el fondo, es no quieren que se reduzcan los sueldos de los altos funcionarios, eso es todo.",corrupcion,,Corruption
11319,"‘Los magistrados del 22º Tribunal Colegiado en Materia Administrativa del Primer Circuito resolvieron en contra del derecho a la salud, al privilegiar un derecho económico al confirmar la sentencia que concedió el amparo a la empresa quejosa Philips Morris para el efecto que no se aplique el decreto publicado el 31 de mayo de 2022 que prohíbe la circulación y comercialización de vapeadores.",corrupcion,,Corruption
9365,"Entonces, empecé a ver esto de dónde viene, de qué se trata. Pues resulta que era una transa: que habían inventado escrituras públicas, todo con la complicidad de notarios, que el llamado paraje San Juan eran tierras nacionales, que el supuesto propietario no existía y que eran unos abogados vinculados con Ahumada, otro que lo usaron después para quererme destruir políticamente.",corrupcion,,Corruption
20753,"Con base en esto, presidente, bastante gente se nos ha acercado al programa para hacernos esta pregunta y que a lo mejor usted se la pudiera responder al pueblo: ¿por qué usted no ha hecho lo que hizo Zedillo con la Suprema Corte? Esa es la pregunta puntual, presidente.",corrupcion,,Corruption
28,"Ellos desde que nacieron con Fox lo primero que plantearon fue mantener el secreto tanto el fraude de Odebrecht, como precisamente la lista de todos los que recibieron apoyos en condonación de impuestos durante Fox, las dos cosas, y es el instituto de la transparencia.",corrupcion,competencia,Corruption
14500,"Bueno, vamos a informar hoy sobre el fraude en Segalmex. Es un hecho muy lamentable, es el caso de corrupción más escandaloso y considero que el único que hemos enfrentado durante nuestro gobierno, y como no queremos que quede ninguna mancha… Porque este gobierno no permite, no tolera la corrupción ni la impunidad porque somos distintos, no pertenecemos a los neoliberales o neoporfiristas, cuyo distintivo principal ha sido la corrupción, y no queremos que esto se quede sin ser aclarado completamente.",corrupcion,,Corruption
1953,"Entonces, me dicen, me preguntas sobre el Poder Judicial; no, pues tienen que limpiar de corrupción el Poder Judicial.",corrupcion,,Corruption
10432," No, porque de inmediato, porque tenemos que estar pendientes, se avisó a la fiscalía, hicieron una indagatoria y se encontraron otras acusaciones, otros delitos.",corrupcion,,Corruption
8290,"Y cuando llega Salinas sólo había una familia, un grupo, que tenía creo que dos mil o dos mil 500 millones de dólares en México, sólo ese grupo aparecía en la lista de los multimillonarios del mundo. Al término del sexenio de Salinas, la misma revista Forbes, que año con año publicaba la lista, ya da a conocer que hay 24 multimillonarios mexicanos, que en su conjunto ya tenían 48 mil millones de dólares. De uno a 24, de dos mil millones de dólares a 48 mil millones de dólares. Y uno revisa la lista, y la mayoría, no todos, se habían quedado con bancos, con empresas, con minas, que eran del pueblo y de la nación. Fue un gran atraco.",corrupcion,,Corruption
20161,"Entonces, ya no tienen un Poder Legislativo dócil, comprable, porque cuando hicieron la reforma energética entregaron ‘moches’, sobornaron a diputados, senadores para que votaran.",corrupcion,,Corruption
13923,"Entonces, pues todas las leyes que se aprueben, si se impugnan, porque no se discutieron bien, aunque exista un reglamento en el Congreso y se apegue ese reglamento, los del supremo poder conservador anulan las leyes.",corrupcion,,Corruption
4333,"Pero sobre todo la desconfianza, ya no tanto ahora en el Ejecutivo, sino la desconfianza que hay en el Poder Judicial. O sea, el Poder Judicial necesita reformarse. Es que, por ejemplo, el que los jueces dejen libres por cuestiones formales a delincuentes, lo que pasó con el caso de Caro Quintero, un ‘sabadazo’, y nosotros tenemos que estar cuidando eso, cómo que lo sueltan, ya después cambian, ¿no?, la resolución, sí, pero ya se fue.",corrupcion,,Corruption
13634," Sí, y el señor Vallarta, y ahí le estaban dando. Y creo que ahí en eso estaba Tomás Zerón, ¿no?",corrupcion,,Corruption
17515,"O sea, si no cometió ningún delito, no tiene nada que temer, porque no se cometen injusticias en el gobierno nuestro. Y aunque corresponda a la fiscalía o al Poder Judicial, que está en contra de nosotros casi por entero, de todas maneras, nosotros aquí lo denunciamos, si es una injusticia.",corrupcion,,Corruption
